Dec 15 16:32:33 	1.645MiB / 1.952GiB	0.08%	0.30%
Dec 15 16:32:35 	1.688MiB / 1.952GiB	0.08%	0.22%
Dec 15 16:32:37 	1.738MiB / 1.952GiB	0.09%	0.19%
Dec 15 16:32:39 	2.082MiB / 1.952GiB	0.10%	0.32%
Dec 15 16:32:41 	1.84MiB / 1.952GiB	0.09%	0.37%
Dec 15 16:32:43 	1.945MiB / 1.952GiB	0.10%	0.34%
Dec 15 16:32:45 	2.016MiB / 1.952GiB	0.10%	0.61%
Dec 15 16:32:47 	1.789MiB / 1.952GiB	0.09%	0.27%
Dec 15 16:32:49 	46.64MiB / 1.952GiB	2.33%	147.43%
Dec 15 16:32:51 	77.01MiB / 1.952GiB	3.85%	45.26%
Dec 15 16:32:53 	76.61MiB / 1.952GiB	3.83%	20.99%
Dec 15 16:32:56 	87.94MiB / 1.952GiB	4.40%	75.10%
Dec 15 16:32:58 	90.54MiB / 1.952GiB	4.53%	68.40%
Dec 15 16:33:00 	109.1MiB / 1.952GiB	5.46%	105.98%
Dec 15 16:33:02 	109.2MiB / 1.952GiB	5.46%	2.27%
Dec 15 16:33:04 	105.6MiB / 1.952GiB	5.28%	60.88%
Dec 15 16:33:06 	105.9MiB / 1.952GiB	5.30%	50.05%
Dec 15 16:33:08 	117.2MiB / 1.952GiB	5.86%	161.64%
Dec 15 16:33:10 	121.9MiB / 1.952GiB	6.10%	1.29%
Dec 15 16:33:12 	121.1MiB / 1.952GiB	6.06%	99.12%
Dec 15 16:33:14 	112.8MiB / 1.952GiB	5.64%	78.84%
Dec 15 16:33:16 	113.3MiB / 1.952GiB	5.67%	46.33%
Dec 15 16:33:19 	112.9MiB / 1.952GiB	5.65%	1.03%
Dec 15 16:33:21 	120.2MiB / 1.952GiB	6.01%	57.99%
Dec 15 16:33:23 	124.3MiB / 1.952GiB	6.22%	15.48%
Dec 15 16:33:25 	126.1MiB / 1.952GiB	6.31%	32.66%
Dec 15 16:33:27 	125.4MiB / 1.952GiB	6.27%	6.45%
Dec 15 16:33:29 	125.1MiB / 1.952GiB	6.26%	60.04%
Dec 15 16:33:31 	126.3MiB / 1.952GiB	6.32%	52.85%
Dec 15 16:33:33 	125.7MiB / 1.952GiB	6.29%	9.74%
Dec 15 16:33:35 	128.3MiB / 1.952GiB	6.42%	67.79%
Dec 15 16:33:38 	128.3MiB / 1.952GiB	6.42%	50.26%
Dec 15 16:33:40 	128.7MiB / 1.952GiB	6.44%	1.34%
Dec 15 16:33:42 	128MiB / 1.952GiB	6.41%	60.54%
Dec 15 16:33:44 	132.3MiB / 1.952GiB	6.62%	62.26%
Dec 15 16:33:46 	136.3MiB / 1.952GiB	6.82%	22.82%
Dec 15 16:33:48 	136.3MiB / 1.952GiB	6.82%	70.51%
Dec 15 16:33:50 	137MiB / 1.952GiB	6.85%	25.90%
Dec 15 16:33:52 	137.1MiB / 1.952GiB	6.86%	13.51%
Dec 15 16:33:54 	136.4MiB / 1.952GiB	6.83%	7.14%
Dec 15 16:33:56 	136.2MiB / 1.952GiB	6.81%	74.88%
Dec 15 16:33:59 	139MiB / 1.952GiB	6.96%	28.16%
Dec 15 16:34:01 	138.6MiB / 1.952GiB	6.93%	24.27%
Dec 15 16:34:03 	138.3MiB / 1.952GiB	6.92%	63.62%
Dec 15 16:34:05 	138.9MiB / 1.952GiB	6.95%	10.45%
Dec 15 16:34:07 	138.4MiB / 1.952GiB	6.92%	43.66%
Dec 15 16:34:09 	137.8MiB / 1.952GiB	6.89%	80.26%
Dec 15 16:34:11 	138.5MiB / 1.952GiB	6.93%	9.86%
Dec 15 16:34:13 	138.6MiB / 1.952GiB	6.94%	90.29%
Dec 15 16:34:15 	139.2MiB / 1.952GiB	6.97%	4.97%
Dec 15 16:34:17 	139.4MiB / 1.952GiB	6.98%	11.10%
Dec 15 16:34:20 	138.7MiB / 1.952GiB	6.94%	29.39%
Dec 15 16:34:22 	138.9MiB / 1.952GiB	6.95%	88.81%
Dec 15 16:34:24 	139.6MiB / 1.952GiB	6.98%	1.17%
Dec 15 16:34:26 	138.9MiB / 1.952GiB	6.95%	66.69%
Dec 15 16:34:28 	138.8MiB / 1.952GiB	6.94%	68.79%
Dec 15 16:34:30 	139.4MiB / 1.952GiB	6.98%	1.11%
Dec 15 16:34:32 	137MiB / 1.952GiB	6.86%	62.28%
Dec 15 16:34:34 	137.8MiB / 1.952GiB	6.89%	1.13%
Dec 15 16:34:36 	137.1MiB / 1.952GiB	6.86%	75.60%
Dec 15 16:34:39 	137.9MiB / 1.952GiB	6.90%	66.16%
Dec 15 16:34:41 	137.8MiB / 1.952GiB	6.89%	1.05%
Dec 15 16:34:43 	138.8MiB / 1.952GiB	6.95%	1.23%
Dec 15 16:34:45 	137.8MiB / 1.952GiB	6.89%	76.59%
Dec 15 16:34:47 	138.5MiB / 1.952GiB	6.93%	82.19%
Dec 15 16:34:49 	138.4MiB / 1.952GiB	6.93%	1.15%
Dec 15 16:34:51 	137.6MiB / 1.952GiB	6.89%	78.53%
Dec 15 16:34:53 	135.9MiB / 1.952GiB	6.80%	27.98%
Dec 15 16:34:55 	135.1MiB / 1.952GiB	6.76%	21.96%
Dec 15 16:34:57 	135.2MiB / 1.952GiB	6.76%	78.24%
Dec 15 16:35:00 	133.4MiB / 1.952GiB	6.68%	36.94%
Dec 15 16:35:02 	133.3MiB / 1.952GiB	6.67%	81.35%
Dec 15 16:35:04 	134MiB / 1.952GiB	6.70%	1.12%
Dec 15 16:35:06 	143.8MiB / 1.952GiB	7.20%	42.75%
Dec 15 16:35:08 	143.2MiB / 1.952GiB	7.16%	76.60%
Dec 15 16:35:10 	134.1MiB / 1.952GiB	6.71%	80.58%
Dec 15 16:35:12 	134.9MiB / 1.952GiB	6.75%	1.09%
Dec 15 16:35:14 	134MiB / 1.952GiB	6.70%	68.08%
Dec 15 16:35:16 	134.5MiB / 1.952GiB	6.73%	63.87%
Dec 15 16:35:18 	134.5MiB / 1.952GiB	6.73%	1.05%
Dec 15 16:35:20 	132.3MiB / 1.952GiB	6.62%	87.56%
Dec 15 16:35:23 	132.9MiB / 1.952GiB	6.65%	1.15%
Dec 15 16:35:25 	132.5MiB / 1.952GiB	6.63%	79.61%
Dec 15 16:35:27 	130MiB / 1.952GiB	6.51%	0.91%
Dec 15 16:35:29 	126.7MiB / 1.952GiB	6.34%	27.25%
Dec 15 16:35:31 	130.2MiB / 1.952GiB	6.51%	44.83%
Dec 15 16:35:33 	128.9MiB / 1.952GiB	6.45%	75.14%
Dec 15 16:35:35 	135.1MiB / 1.952GiB	6.76%	73.40%
Dec 15 16:35:37 	135.1MiB / 1.952GiB	6.76%	0.91%
Dec 15 16:35:39 	132.2MiB / 1.952GiB	6.61%	66.45%
Dec 15 16:35:41 	132.6MiB / 1.952GiB	6.63%	75.83%
Dec 15 16:35:43 	134.7MiB / 1.952GiB	6.74%	1.23%
Dec 15 16:35:45 	131.8MiB / 1.952GiB	6.59%	87.37%
Dec 15 16:35:48 	129.5MiB / 1.952GiB	6.48%	1.09%
Dec 15 16:35:50 	132.1MiB / 1.952GiB	6.61%	79.14%
Dec 15 16:35:52 	132.3MiB / 1.952GiB	6.62%	26.58%
Dec 15 16:35:54 	130.4MiB / 1.952GiB	6.52%	12.25%
Dec 15 16:35:56 	130.7MiB / 1.952GiB	6.54%	14.95%
Dec 15 16:35:58 	132MiB / 1.952GiB	6.61%	87.84%
Dec 15 16:36:00 	128MiB / 1.952GiB	6.40%	1.11%
Dec 15 16:36:02 	126.7MiB / 1.952GiB	6.34%	75.83%
Dec 15 16:36:04 	127.3MiB / 1.952GiB	6.37%	96.49%
Dec 15 16:36:06 	127.2MiB / 1.952GiB	6.37%	1.21%
Dec 15 16:36:08 	125.1MiB / 1.952GiB	6.26%	76.32%
Dec 15 16:36:11 	125.4MiB / 1.952GiB	6.27%	1.78%
Dec 15 16:36:13 	127.2MiB / 1.952GiB	6.36%	72.27%
Dec 15 16:36:15 	126.4MiB / 1.952GiB	6.32%	85.90%
Dec 15 16:36:17 	126.5MiB / 1.952GiB	6.33%	1.11%
Dec 15 16:36:19 	126.4MiB / 1.952GiB	6.32%	1.32%
Dec 15 16:36:21 	126.5MiB / 1.952GiB	6.33%	83.51%
Dec 15 16:36:23 	126.6MiB / 1.952GiB	6.33%	16.17%
Dec 15 16:36:25 	126.5MiB / 1.952GiB	6.33%	37.43%
Dec 15 16:36:27 	125.7MiB / 1.952GiB	6.29%	82.19%
Dec 15 16:36:29 	125.9MiB / 1.952GiB	6.30%	1.24%
Dec 15 16:36:32 	125.6MiB / 1.952GiB	6.28%	66.33%
Dec 15 16:36:34 	126MiB / 1.952GiB	6.31%	62.34%
Dec 15 16:36:36 	135.2MiB / 1.952GiB	6.76%	139.52%
Dec 15 16:36:38 	135.1MiB / 1.952GiB	6.76%	83.05%
Dec 15 16:36:40 	129MiB / 1.952GiB	6.45%	1.01%
Dec 15 16:36:42 	175MiB / 1.952GiB	8.76%	135.02%
Dec 15 16:36:44 	159.4MiB / 1.952GiB	7.98%	83.29%
Dec 15 16:36:46 	154.1MiB / 1.952GiB	7.71%	63.34%
Dec 15 16:36:48 	159.6MiB / 1.952GiB	7.99%	131.40%
Dec 15 16:36:50 	168.8MiB / 1.952GiB	8.44%	92.94%
Dec 15 16:36:53 	169.7MiB / 1.952GiB	8.49%	58.46%
Dec 15 16:36:55 	165.8MiB / 1.952GiB	8.30%	50.01%
Dec 15 16:36:57 	162.6MiB / 1.952GiB	8.14%	109.28%
Dec 15 16:36:59 	162.3MiB / 1.952GiB	8.12%	28.12%
Dec 15 16:37:01 	159.7MiB / 1.952GiB	7.99%	40.41%
Dec 15 16:37:03 	161.9MiB / 1.952GiB	8.10%	1.69%
Dec 15 16:37:05 	159.8MiB / 1.952GiB	8.00%	30.82%
Dec 15 16:37:07 	161.9MiB / 1.952GiB	8.10%	14.86%
Dec 15 16:37:09 	160.4MiB / 1.952GiB	8.02%	45.30%
Dec 15 16:37:11 	160.1MiB / 1.952GiB	8.01%	36.74%
Dec 15 16:37:14 	158.2MiB / 1.952GiB	7.91%	23.86%
Dec 15 16:37:16 	157.6MiB / 1.952GiB	7.89%	15.54%
Dec 15 16:37:18 	157MiB / 1.952GiB	7.85%	37.49%
Dec 15 16:37:20 	155.8MiB / 1.952GiB	7.79%	38.17%
Dec 15 16:37:22 	154.1MiB / 1.952GiB	7.71%	18.02%
Dec 15 16:37:24 	152.1MiB / 1.952GiB	7.61%	36.49%
Dec 15 16:37:26 	149.5MiB / 1.952GiB	7.48%	41.99%
Dec 15 16:37:28 	149.5MiB / 1.952GiB	7.48%	12.12%
Dec 15 16:37:30 	153.9MiB / 1.952GiB	7.70%	15.72%
Dec 15 16:37:32 	155.7MiB / 1.952GiB	7.79%	69.63%
Dec 15 16:37:35 	155.2MiB / 1.952GiB	7.77%	90.04%
Dec 15 16:37:37 	155.1MiB / 1.952GiB	7.76%	0.96%
Dec 15 16:37:39 	156.9MiB / 1.952GiB	7.85%	86.41%
Dec 15 16:37:41 	157.1MiB / 1.952GiB	7.86%	89.15%
Dec 15 16:37:43 	156.3MiB / 1.952GiB	7.82%	13.32%
Dec 15 16:37:45 	158MiB / 1.952GiB	7.90%	64.52%
Dec 15 16:37:47 	157.5MiB / 1.952GiB	7.88%	58.42%
Dec 15 16:37:49 	157.1MiB / 1.952GiB	7.86%	77.83%
Dec 15 16:37:51 	158.6MiB / 1.952GiB	7.93%	69.50%
Dec 15 16:37:54 	158.1MiB / 1.952GiB	7.91%	86.78%
Dec 15 16:37:56 	157.9MiB / 1.952GiB	7.90%	1.08%
Dec 15 16:37:58 	158MiB / 1.952GiB	7.91%	1.28%
Dec 15 16:38:00 	163.6MiB / 1.952GiB	8.19%	88.25%
Dec 15 16:38:02 	162.9MiB / 1.952GiB	8.15%	89.47%
Dec 15 16:38:04 	163.3MiB / 1.952GiB	8.17%	1.17%
Dec 15 16:38:06 	163.2MiB / 1.952GiB	8.16%	62.69%
Dec 15 16:38:08 	163MiB / 1.952GiB	8.16%	84.97%
Dec 15 16:38:10 	166.2MiB / 1.952GiB	8.31%	1.25%
Dec 15 16:38:12 	167MiB / 1.952GiB	8.35%	91.53%
Dec 15 16:38:15 	170.4MiB / 1.952GiB	8.53%	90.32%
