Dec 15 16:53:46 	1.06GiB / 1.952GiB	54.29%	138.51%
Dec 15 16:53:48 	1.087GiB / 1.952GiB	55.71%	160.26%
Dec 15 16:53:50 	1.141GiB / 1.952GiB	58.44%	218.72%
Dec 15 16:53:52 	1.137GiB / 1.952GiB	58.25%	180.90%
Dec 15 16:53:54 	1.137GiB / 1.952GiB	58.25%	6.11%
Dec 15 16:53:56 	1.117GiB / 1.952GiB	57.23%	4.69%
Dec 15 16:53:58 	1.117GiB / 1.952GiB	57.23%	4.11%
Dec 15 16:54:00 	1.125GiB / 1.952GiB	57.64%	103.96%
Dec 15 16:54:02 	1.156GiB / 1.952GiB	59.22%	28.79%
Dec 15 16:54:04 	1.172GiB / 1.952GiB	60.02%	129.94%
Dec 15 16:54:07 	1.174GiB / 1.952GiB	60.14%	209.75%
Dec 15 16:54:09 	1.18GiB / 1.952GiB	60.44%	184.61%
Dec 15 16:54:11 	1.175GiB / 1.952GiB	60.21%	184.22%
Dec 15 16:54:13 	1.176GiB / 1.952GiB	60.23%	175.20%
Dec 15 16:54:15 	1.179GiB / 1.952GiB	60.41%	203.23%
Dec 15 16:54:17 	1.186GiB / 1.952GiB	60.76%	218.50%
Dec 15 16:54:19 	1.193GiB / 1.952GiB	61.11%	213.23%
Dec 15 16:54:21 	1.198GiB / 1.952GiB	61.40%	277.29%
Dec 15 16:54:23 	1.195GiB / 1.952GiB	61.24%	229.74%
Dec 15 16:54:25 	1.195GiB / 1.952GiB	61.24%	187.28%
Dec 15 16:54:27 	1.174GiB / 1.952GiB	60.16%	190.33%
Dec 15 16:54:30 	1.177GiB / 1.952GiB	60.28%	41.47%
Dec 15 16:54:32 	1.192GiB / 1.952GiB	61.06%	190.85%
Dec 15 16:54:34 	1.191GiB / 1.952GiB	61.03%	173.77%
Dec 15 16:54:36 	1.2GiB / 1.952GiB	61.47%	222.30%
Dec 15 16:54:38 	1.197GiB / 1.952GiB	61.32%	195.10%
Dec 15 16:54:40 	1.199GiB / 1.952GiB	61.43%	226.30%
Dec 15 16:54:42 	1.191GiB / 1.952GiB	60.99%	271.25%
Dec 15 16:54:44 	1.191GiB / 1.952GiB	61.03%	186.17%
Dec 15 16:54:46 	1.175GiB / 1.952GiB	60.20%	186.45%
Dec 15 16:54:48 	1.176GiB / 1.952GiB	60.23%	187.74%
Dec 15 16:54:51 	1.174GiB / 1.952GiB	60.15%	130.90%
Dec 15 16:54:53 	1.183GiB / 1.952GiB	60.60%	29.53%
Dec 15 16:54:55 	1.206GiB / 1.952GiB	61.76%	238.88%
Dec 15 16:54:57 	1.195GiB / 1.952GiB	61.20%	172.03%
Dec 15 16:54:59 	1.194GiB / 1.952GiB	61.18%	185.75%
Dec 15 16:55:01 	1.176GiB / 1.952GiB	60.27%	191.66%
Dec 15 16:55:03 	1.176GiB / 1.952GiB	60.26%	190.07%
Dec 15 16:55:05 	1.175GiB / 1.952GiB	60.17%	170.24%
Dec 15 16:55:07 	1.174GiB / 1.952GiB	60.12%	212.27%
Dec 15 16:55:09 	1.174GiB / 1.952GiB	60.12%	187.77%
Dec 15 16:55:11 	1.174GiB / 1.952GiB	60.13%	48.45%
Dec 15 16:55:14 	1.186GiB / 1.952GiB	60.76%	198.57%
Dec 15 16:55:16 	1.175GiB / 1.952GiB	60.18%	194.26%
Dec 15 16:55:18 	1.199GiB / 1.952GiB	61.44%	221.19%
Dec 15 16:55:20 	1.204GiB / 1.952GiB	61.71%	203.47%
Dec 15 16:55:22 	1.175GiB / 1.952GiB	60.21%	218.96%
Dec 15 16:55:24 	1.186GiB / 1.952GiB	60.76%	224.21%
Dec 15 16:55:26 	1.175GiB / 1.952GiB	60.20%	175.69%
Dec 15 16:55:28 	1.175GiB / 1.952GiB	60.20%	114.60%
Dec 15 16:55:30 	1.177GiB / 1.952GiB	60.29%	9.39%
Dec 15 16:55:32 	1.178GiB / 1.952GiB	60.36%	4.35%
Dec 15 16:55:34 	1.187GiB / 1.952GiB	60.83%	182.72%
